Age,Experience,Education,Hours,Department,Salary,HighSalary
47,7,16,42,Sales,91737,1
60,31,14,55,IT,171033,1
58,26,18,55,IT,164534,1
53,22,12,55,IT,142459,1
48,6,14,51,Sales,88624,1
21,0,16,56,Finance,65001,0
28,3,16,39,Sales,69448,0
57,24,18,58,Sales,160403,1
52,2,14,42,Sales,67876,0
57,25,12,52,Sales,150521,1
24,3,12,45,Sales,65675,0
50,9,12,56,Finance,96776,1
26,3,18,44,HR,77575,0
39,14,12,60,IT,114512,1
52,31,14,49,Sales,173494,1
29,4,18,40,Sales,77027,0
32,5,16,53,Sales,80909,1
31,2,18,51,IT,73940,0
36,12,18,57,Finance,113350,1
21,0,18,44,IT,67947,0
41,19,14,39,Finance,123919,1
50,18,16,50,HR,128903,1
33,1,16,46,Sales,69305,0
54,15,18,60,Finance,131003,1
24,0,18,55,IT,70836,0
48,15,18,58,Finance,130582,1
58,1,14,39,Finance,59618,0
51,23,14,55,HR,147599,1
47,14,12,35,Sales,108150,1
25,3,16,36,Sales,71759,0
45,0,12,39,IT,55604,0
23,0,12,57,IT,63412,0
53,21,18,53,HR,147742,1
24,0,14,49,Finance,67229,0
45,3,12,35,Finance,65248,0
40,13,12,45,IT,101081,1
54,12,12,52,Sales,96946,1
46,0,18,37,Finance,62216,0
25,0,18,43,HR,73512,0
55,21,14,58,IT,136982,1
48,15,12,38,Finance,104531,1
49,18,12,58,Sales,121399,1
29,3,14,47,Sales,75659,0
58,11,14,43,HR,101669,1
26,3,14,37,HR,72732,0
39,0,16,50,IT,68098,0
31,4,14,56,IT,82798,1
22,0,18,42,Sales,70603,0
29,8,16,60,Sales,94691,1
41,18,14,41,Finance,121004,1
44,17,18,59,Finance,133740,1
54,27,14,57,Finance,158035,1
42,6,14,51,HR,87702,1
23,0,16,59,HR,74582,0
32,5,18,50,Finance,85277,1
48,25,12,55,Sales,146147,1
50,20,14,56,IT,137857,1
46,11,16,52,HR,103599,1
41,6,18,50,HR,87686,1
48,13,14,49,Finance,108266,1
46,14,12,36,IT,107921,1
53,14,18,54,HR,125706,1
41,5,18,38,IT,82733,1
55,20,16,39,HR,138665,1
54,13,14,41,IT,103045,1
38,1,14,49,IT,62385,0
31,7,18,51,HR,93264,1
43,12,14,44,IT,106775,1
42,5,18,54,Sales,86221,1
37,4,12,43,HR,66879,0
25,4,16,50,HR,80177,1
31,8,14,58,Sales,92010,1
50,0,14,37,IT,61571,0
35,8,16,56,Sales,97500,1
47,5,12,43,HR,76973,0
55,25,12,42,Sales,141053,1
53,13,12,57,IT,107146,1
40,4,12,41,Sales,74976,0
36,7,12,51,HR,79683,0
54,12,18,39,IT,109523,1
22,0,14,41,HR,55423,0
55,27,14,47,HR,152125,1
60,17,14,52,Finance,120186,1
48,24,18,56,HR,158211,1
59,18,16,48,HR,130499,1
26,5,12,52,IT,81668,1
29,5,16,37,IT,80006,1
40,1,12,51,IT,61935,0
21,0,12,53,Sales,62926,0
28,3,16,41,Sales,74676,0
43,12,14,55,IT,110272,1
23,2,18,38,Sales,71393,0
24,0,16,49,Finance,66225,0
45,10,14,58,Sales,104048,1
58,32,12,42,Finance,173243,1
35,7,14,50,IT,82703,1
41,1,12,35,IT,57213,0
55,29,12,59,Sales,164123,1
34,0,14,50,IT,64365,0
56,33,12,59,IT,177192,1
32,5,18,36,HR,85506,1
37,4,14,36,IT,75301,0
59,15,16,42,HR,119559,1
29,3,12,46,IT,65492,0
55,22,12,45,Finance,134549,1
33,12,18,40,Finance,107709,1
35,11,18,53,IT,114774,1
38,13,16,52,Finance,110928,1
53,17,12,39,Finance,119350,1
26,2,16,49,Finance,72774,0
47,17,16,42,Sales,125050,1
43,15,12,40,Finance,103568,1
47,19,16,46,HR,128937,1
54,15,16,53,Sales,121063,1
58,12,18,46,HR,115193,1
34,9,18,46,HR,104757,1
56,28,16,43,HR,164151,1
28,0,12,58,Sales,59525,0
55,25,18,44,IT,158794,1
39,8,16,56,Finance,99305,1
50,12,14,51,Finance,106633,1
34,12,14,52,IT,100838,1
40,3,16,50,IT,77546,0
45,8,14,38,HR,90417,1
60,13,18,52,Sales,112390,1
44,18,12,37,HR,119564,1
34,11,16,50,Finance,102308,1
46,20,18,48,IT,136354,1
58,31,12,58,Finance,171932,1
43,5,14,43,IT,75330,0
42,2,14,40,Sales,68989,0
39,15,14,38,HR,115375,1
23,1,14,36,Finance,66298,0
39,16,18,57,Sales,131879,1
29,5,18,44,Finance,86830,1
48,7,12,45,IT,83585,1
40,18,16,41,Finance,124976,1
27,5,12,60,Sales,78071,0
34,8,16,59,Sales,96459,1
29,1,14,39,HR,68010,0
39,13,14,60,Finance,111621,1
34,5,14,38,IT,80900,1
58,16,14,60,Finance,120786,1
56,14,18,40,HR,112941,1
60,31,12,36,IT,166531,1
37,12,16,36,IT,101138,1
50,20,16,50,HR,136652,1
29,0,18,59,IT,70021,0
53,32,14,57,Sales,173754,1
45,24,12,57,Sales,143168,1
34,9,14,47,IT,93338,1
31,10,18,55,Finance,109093,1
55,34,16,41,IT,186886,1
34,11,18,59,Finance,107991,1
50,1,16,60,HR,75176,0
24,2,12,39,Sales,58443,0
24,0,16,59,Sales,71224,0
48,8,12,51,HR,88874,1
28,7,14,47,HR,81793,1
22,0,14,49,Sales,65594,0
42,3,18,37,HR,76874,0
36,11,12,57,IT,98497,1
49,0,14,38,IT,62809,0
50,0,12,49,Finance,57282,0
32,6,14,52,Finance,84683,1
55,17,14,37,Finance,121729,1
31,6,16,41,IT,85643,1
41,14,18,42,Sales,120117,1
41,12,16,45,Finance,110289,1
25,4,12,59,IT,74603,0
40,13,14,56,Sales,107085,1
57,16,18,60,HR,132962,1
23,0,14,43,IT,65274,0
53,31,14,54,HR,168223,1
29,7,16,46,Finance,88596,1
29,7,12,39,Sales,82156,1
24,3,18,35,IT,76479,0
55,12,18,48,Finance,115111,1
37,14,18,59,Finance,123385,1
54,3,12,59,Sales,73847,0
44,21,18,59,HR,150760,1
52,1,12,37,Finance,61394,0
21,0,18,49,Sales,71290,0
28,3,14,44,Sales,71083,0
43,17,12,60,IT,116898,1
60,1,16,44,Finance,65851,0
32,8,18,58,HR,101830,1
32,9,16,37,HR,93480,1
35,2,12,40,Finance,58126,0
39,14,14,39,HR,105787,1
46,25,16,58,Sales,153670,1
49,19,16,53,Sales,136425,1
42,9,14,48,Finance,97338,1
60,27,14,51,HR,158725,1
41,19,12,46,Sales,122618,1
58,10,18,43,Finance,100981,1
40,9,16,60,Sales,98557,1
49,28,16,59,Finance,167987,1
24,2,12,37,IT,63003,0
27,4,18,52,IT,85935,1
48,8,12,38,Finance,81389,1
48,19,16,48,IT,135475,1
24,2,16,58,IT,77121,0
42,12,14,40,HR,104078,1
32,1,14,60,IT,64839,0
23,0,18,49,HR,68428,0
42,5,16,51,IT,81391,1
22,1,16,58,IT,75743,0
44,1,14,39,Sales,63983,0
54,23,12,40,Finance,134661,1
47,5,12,55,IT,82500,1
21,0,16,60,Finance,73175,0
28,3,16,39,Finance,73829,0
43,20,18,53,Sales,143801,1
58,1,18,48,Finance,71197,0
26,4,14,38,Finance,73850,0
42,13,16,39,IT,111490,1
45,4,12,45,Sales,71444,0
38,17,18,36,Finance,131001,1
37,10,14,56,IT,100118,1
32,9,14,36,Sales,89107,1
26,2,12,54,IT,62212,0
46,1,18,46,Sales,72334,0
47,14,12,50,Sales,108530,1
28,6,14,51,HR,89072,1
39,8,16,38,HR,89833,1
21,0,12,48,HR,58033,0
49,4,14,41,Finance,71351,0
55,6,16,49,IT,86576,1
60,19,16,50,Sales,134408,1
34,1,18,42,IT,73230,0
55,34,18,36,Finance,187227,1
40,1,14,53,HR,64223,0
33,4,12,35,HR,66930,0
58,21,16,57,IT,140340,1
28,6,18,38,IT,85188,1
40,18,18,60,Sales,133952,1
53,3,12,58,IT,76043,0
46,23,18,55,Sales,151420,1
59,19,14,59,Sales,130227,1
41,6,12,56,HR,79901,0
29,5,16,45,IT,83873,1
44,6,14,44,HR,80788,1
57,16,16,52,Sales,122445,1
37,15,16,35,HR,115737,1
44,2,18,51,HR,82639,1
41,14,14,50,Sales,108417,1
59,38,14,46,Finance,193709,1
59,34,12,50,Finance,177745,1
33,0,14,43,IT,58672,0
31,9,12,51,HR,90975,1
39,14,14,37,IT,109375,1
31,5,16,52,HR,82349,1
33,11,12,49,IT,96058,1
21,0,14,49,IT,59325,0
60,16,12,50,Sales,112749,1
39,16,18,54,Finance,125805,1
32,7,18,35,Finance,87847,1
28,0,12,35,Finance,56707,0
28,1,12,38,Sales,62670,0
32,8,16,47,Finance,90236,1
53,31,14,38,Sales,166033,1
46,3,18,57,HR,79757,0
59,36,18,42,Sales,197052,1
48,15,14,47,IT,119441,1
25,2,18,58,IT,82675,1
28,2,18,42,HR,76013,0
45,18,12,48,HR,120772,1
47,13,18,59,IT,119811,1
43,8,18,35,Finance,91086,1
50,5,18,43,Finance,83723,1
43,16,14,60,Finance,117233,1
40,18,16,58,HR,136857,1
38,11,12,35,IT,95916,1
38,3,16,41,Sales,69831,0
22,1,18,59,HR,81763,1
24,0,18,54,IT,76151,0
50,10,18,47,Finance,103303,1
53,21,16,49,Finance,141094,1
56,3,14,43,Finance,68194,0
38,16,14,50,IT,114761,1
57,7,12,51,Finance,82880,1
39,13,16,43,IT,105681,1
48,26,14,40,HR,150071,1
60,33,12,54,Sales,175325,1
40,10,18,46,Finance,105778,1
53,30,18,50,HR,180007,1
32,10,12,55,HR,95059,1
35,7,14,49,IT,83670,1
59,37,16,41,HR,192087,1
22,0,12,44,IT,56459,0
49,20,14,38,IT,130106,1
30,9,12,58,HR,88410,1
22,1,14,37,IT,65561,0
31,10,18,52,IT,110346,1
33,7,12,35,IT,80784,1
30,6,16,47,HR,91598,1
34,7,12,56,Sales,85793,1
38,7,18,52,IT,91358,1
29,6,18,42,Finance,91188,1
59,33,14,45,HR,181416,1
48,26,18,44,HR,156865,1
23,2,14,38,IT,70995,0
40,15,18,59,HR,123065,1
26,0,14,38,Finance,55165,0
47,12,16,38,Sales,108656,1
22,0,14,46,HR,60249,0
49,11,14,42,HR,96805,1
58,26,16,47,HR,157865,1
23,2,14,42,IT,67574,0
36,5,14,55,Finance,77195,0
50,24,16,37,Sales,143483,1
60,26,18,46,Finance,158235,1
22,1,12,52,Finance,59550,0
37,1,14,49,HR,69614,0
32,0,18,59,Sales,76624,0
55,25,12,48,Finance,147958,1
21,0,16,43,Sales,67216,0
35,11,14,39,IT,98828,1
46,18,14,49,HR,121141,1
57,4,16,42,IT,83229,1
41,0,14,57,Sales,62467,0
51,19,12,37,HR,121465,1
45,12,12,46,IT,103874,1
43,7,16,39,HR,90359,1
44,5,14,43,IT,73850,0
58,16,18,54,Finance,130239,1
48,11,14,37,HR,97798,1
41,0,16,57,Sales,73034,0
38,2,18,42,HR,77886,0
56,25,12,55,Sales,152736,1
55,30,12,47,IT,161450,1
29,7,18,42,IT,90929,1
58,7,18,39,Sales,89813,1
50,28,16,59,IT,164615,1
54,27,14,41,HR,157012,1
52,18,12,39,IT,123140,1
23,0,14,43,Sales,56427,0
23,0,12,39,Sales,55519,0
48,19,14,42,Finance,129979,1
35,2,12,46,Sales,68232,0
43,4,14,38,IT,76956,0
60,36,16,43,Sales,187108,1
31,3,12,56,IT,70420,0
52,23,16,56,IT,150776,1
56,35,12,48,Finance,178861,1
53,18,12,53,IT,122676,1
44,16,12,47,Sales,111517,1
59,4,14,37,Sales,69716,0
54,24,12,38,Sales,143627,1
48,17,16,35,IT,125911,1
57,7,14,56,Sales,88982,1
27,2,14,35,HR,69665,0
24,2,12,45,HR,66325,0
57,12,18,50,Sales,109846,1
21,0,14,38,IT,55771,0
21,0,12,41,Sales,52766,0
40,15,16,46,HR,122182,1
39,12,18,40,IT,105087,1
49,19,14,58,Sales,129412,1
30,1,18,54,IT,79385,0
38,2,14,43,Sales,64145,0
48,14,18,60,Finance,124116,1
55,18,18,42,IT,135933,1
51,12,16,48,HR,107631,1
47,4,18,49,HR,80677,1
31,9,16,55,HR,103733,1
58,5,12,56,HR,80022,1
25,3,14,39,Sales,74794,0
28,5,16,49,Sales,88202,1
54,33,14,40,IT,175007,1
32,10,16,35,Finance,95992,1
58,6,14,54,Finance,85125,1
21,0,16,43,IT,61033,0
51,2,14,38,HR,66265,0
24,2,12,36,Finance,64569,0
25,0,14,40,Finance,63760,0
50,1,12,36,IT,56300,0
44,9,12,37,HR,91113,1
23,0,12,41,Sales,58966,0
31,7,18,54,Sales,98404,1
24,2,14,51,Finance,72665,0
46,13,18,43,Sales,116032,1
47,21,18,56,IT,143067,1
47,13,14,43,Finance,103474,1
26,5,12,53,Finance,73541,0
35,13,18,39,HR,109277,1
50,16,18,59,Sales,129299,1
57,17,16,40,HR,124620,1
57,19,14,52,Finance,133443,1
57,16,18,35,Sales,122332,1
55,15,14,59,HR,121870,1
43,7,14,51,Sales,84485,1
26,3,18,48,Finance,79391,0
24,3,14,49,Finance,69571,0
38,11,12,39,Finance,94659,1
29,8,18,51,IT,97723,1
49,26,18,55,HR,168388,1
33,3,18,55,HR,81976,1
37,0,16,57,Finance,65498,0
52,30,16,57,HR,174461,1
42,9,16,45,Finance,93401,1
24,2,16,44,HR,77100,0
25,0,18,51,Sales,67712,0
57,35,12,59,HR,185630,1
33,0,14,35,Finance,56730,0
54,17,14,39,HR,121721,1
42,19,18,50,Sales,138349,1
43,22,12,41,Sales,134356,1
23,1,14,46,Sales,65022,0
54,7,12,42,Finance,84209,1
52,12,18,52,IT,109864,1
41,19,16,35,Finance,126259,1
41,14,12,54,Sales,104562,1
31,3,14,46,HR,73576,0
59,22,14,38,Sales,141124,1
24,0,14,60,IT,67420,0
21,0,16,46,IT,66184,0
48,2,12,56,Sales,69548,0
44,2,12,35,Finance,66075,0
55,33,14,35,IT,176831,1
33,0,12,37,Sales,50766,0
54,16,14,55,Finance,118312,1
31,2,12,46,HR,62275,0
56,29,16,56,Finance,172273,1
37,14,16,55,IT,115600,1
55,13,18,47,Finance,114001,1
38,1,18,47,Finance,73615,0
60,38,18,55,HR,203051,1
42,16,12,43,Sales,110051,1
44,17,16,52,Finance,128737,1
39,5,16,35,HR,75387,0
57,31,16,40,IT,173364,1
59,20,14,59,Sales,133861,1
41,7,12,57,IT,82980,1
28,3,12,58,Sales,75468,0
48,26,18,39,Finance,158035,1
25,1,14,60,Finance,65780,0
37,0,14,38,Sales,55143,0
57,15,16,40,IT,118856,1
56,21,18,37,IT,139086,1
39,10,12,51,IT,97323,1
47,14,14,45,Finance,106568,1
54,12,16,38,Sales,109600,1
31,7,12,59,Sales,88171,1
32,1,16,54,IT,74226,0
41,13,12,35,Finance,103534,1
31,7,16,38,Sales,83530,1
59,37,12,57,Sales,185897,1
48,8,18,37,IT,98248,1
25,3,12,44,IT,71589,0
37,6,12,56,Sales,82116,1
40,17,12,35,Finance,110505,1
32,7,16,38,HR,85725,1
26,0,14,53,Sales,67470,0
37,3,12,35,Sales,68897,0
39,8,12,50,Finance,84414,1
46,3,18,53,Sales,83056,1
52,11,12,54,HR,102662,1
26,3,18,55,Finance,87286,1
56,29,12,56,HR,162447,1
58,23,16,52,HR,147544,1
31,3,14,36,Sales,71847,0
53,30,14,40,HR,169423,1
44,23,14,55,Sales,141446,1
43,6,16,35,Sales,80902,1
35,9,18,53,Finance,104042,1
47,12,14,39,Finance,98526,1
31,5,16,36,Finance,83218,1
37,7,16,35,Sales,85847,1
34,6,12,50,HR,76092,0
47,4,18,59,HR,87377,1
38,11,16,55,Finance,103720,1
48,12,18,36,Finance,104682,1
24,0,14,60,Sales,61123,0
27,3,14,38,IT,68390,0
55,13,14,37,IT,105397,1
29,1,12,57,Sales,60202,0
28,2,12,51,IT,65131,0
37,3,18,49,IT,81660,1
37,6,18,44,IT,93696,1
53,14,12,46,Finance,108746,1
52,20,16,46,HR,134028,1
28,5,18,54,HR,94143,1
39,15,18,41,Finance,124928,1
58,23,14,44,Finance,143208,1
23,0,18,39,Finance,65013,0
25,3,18,54,IT,80989,1
33,5,16,54,Sales,87696,1
51,15,18,45,Sales,121844,1
36,2,16,36,IT,66998,0
52,16,14,58,IT,125277,1
42,8,12,50,Finance,86235,1
49,24,14,46,Finance,149046,1
42,2,16,50,HR,72212,0
23,0,16,38,Finance,62569,0
30,6,18,36,IT,86006,1
41,17,18,59,HR,128841,1
36,11,12,44,Finance,95539,1
32,2,16,47,HR,74269,0
22,1,16,57,HR,75255,0
44,21,14,53,Finance,132461,1
55,14,12,49,Sales,103923,1
50,0,14,57,IT,60592,0
50,1,18,35,IT,71822,0
55,7,18,51,HR,97411,1
39,1,14,54,Sales,63839,0
28,7,18,38,Sales,92390,1
46,18,14,54,Finance,128994,1
60,8,16,43,Finance,89155,1
27,0,16,40,IT,61495,0
50,12,18,37,Finance,107385,1
27,5,12,56,Finance,75555,0
23,1,16,36,HR,70493,0
21,0,18,52,Sales,67725,0
56,14,12,57,Sales,108981,1
45,18,18,53,Finance,134005,1
57,14,14,41,Finance,105446,1
21,0,18,37,Finance,62886,0
35,1,14,52,IT,62358,0
57,6,16,54,IT,88049,1
33,9,16,54,HR,101130,1
60,10,18,53,IT,108074,1
28,7,12,43,Sales,81016,1
25,1,18,50,IT,77680,0
29,2,18,40,Sales,70715,0
21,0,16,55,IT,65143,0
56,9,16,46,IT,92423,1
55,16,18,40,HR,120773,1
22,0,16,47,Finance,70213,0
60,39,14,58,Finance,199077,1
43,6,18,39,Finance,90589,1
29,3,16,47,HR,73103,0
54,30,18,54,Sales,177861,1
34,8,16,41,IT,94394,1
24,0,14,46,HR,58924,0
50,12,14,55,Sales,104754,1
51,17,18,38,HR,124313,1
58,20,14,39,HR,129087,1
31,0,14,50,Sales,64089,0
55,7,16,38,Finance,88733,1
28,3,18,42,IT,74256,0
23,0,16,50,Finance,71315,0
34,10,16,42,HR,99603,1
33,3,12,51,Sales,70553,0
52,20,14,48,HR,128317,1
54,20,16,46,Finance,137053,1
39,18,16,37,Finance,122802,1
58,22,16,54,Finance,141865,1
36,2,14,36,IT,66189,0
22,1,14,47,Finance,67763,0
60,34,14,55,IT,184307,1
37,7,18,45,IT,91111,1
54,4,16,58,Finance,82114,1
36,3,14,46,Sales,74283,0
58,7,16,52,HR,92210,1
22,0,18,43,HR,66297,0
22,1,12,41,IT,60254,0
46,6,18,40,IT,85555,1
33,7,14,58,IT,89402,1
51,28,14,48,HR,155743,1
54,20,18,52,IT,138144,1
59,22,16,48,Sales,142396,1
23,0,14,39,Sales,61548,0
28,5,14,54,IT,84930,1
43,14,18,58,HR,121782,1
34,7,16,47,Finance,93646,1
47,6,18,35,HR,87486,1
49,1,18,46,Finance,71723,0
59,29,16,53,Finance,173620,1
59,12,16,44,IT,102435,1
21,0,12,58,Sales,64393,0
37,5,18,39,IT,89360,1
50,28,16,54,Finance,166424,1
33,4,14,40,IT,70230,0
41,19,12,46,Finance,119538,1
39,0,18,55,IT,72424,0
39,17,16,37,Sales,117651,1
45,14,12,48,Sales,111972,1
42,9,12,55,HR,88056,1
51,2,14,38,Finance,69613,0
37,4,12,51,Finance,76798,0
43,12,18,51,IT,115909,1
52,7,16,48,HR,88509,1
30,5,12,49,Sales,74800,0
30,4,12,41,IT,67265,0
56,28,18,38,HR,166932,1
28,1,14,51,Sales,65378,0
40,8,14,40,IT,88561,1
52,16,16,45,Sales,119043,1
34,10,18,46,Finance,100304,1
48,17,14,49,HR,125528,1
44,12,16,46,Sales,107884,1
35,0,16,45,HR,69994,0
42,11,14,51,IT,100814,1
50,19,18,42,HR,136407,1
24,3,12,46,IT,66914,0
33,4,14,43,HR,75042,0
43,4,12,45,IT,72571,0
28,7,12,37,IT,79406,0
38,14,18,41,IT,112806,1
32,10,18,55,Sales,112225,1
51,2,16,37,Finance,69103,0
34,5,18,55,HR,93899,1
54,18,16,50,Finance,134815,1
38,17,14,44,Finance,123311,1
54,0,12,57,Finance,57807,0
31,8,18,41,Finance,99793,1
32,10,14,59,HR,98144,1
35,6,16,58,HR,93909,1
51,11,18,54,Finance,111606,1
49,9,12,49,HR,88155,1
46,11,14,55,HR,100927,1
38,10,18,55,IT,103357,1
52,3,18,44,HR,77420,0
42,18,14,46,Sales,122822,1
58,5,16,52,Finance,88968,1
37,8,16,57,HR,92478,1
43,19,18,57,Finance,143008,1
44,9,16,43,HR,97458,1
28,4,16,43,Finance,81318,1
26,2,14,38,Sales,66363,0
25,4,16,39,HR,77551,0
49,8,16,41,HR,90289,1
48,1,14,60,Sales,68330,0
31,1,18,41,HR,72203,0
21,0,18,45,Finance,74198,0
39,0,14,44,Sales,63050,0
29,7,12,45,IT,86482,1
47,20,14,58,Finance,132339,1
54,33,12,58,HR,176594,1
24,3,16,52,Finance,80425,1
56,8,18,46,Sales,100515,1
38,1,12,59,HR,68627,0
35,6,12,50,HR,84975,1
33,7,16,38,Sales,90527,1
39,13,18,51,IT,115995,1
26,2,16,51,HR,72086,0
32,6,18,55,HR,89877,1
57,16,18,57,HR,126855,1
37,3,16,39,IT,71283,0
43,12,12,47,Finance,99509,1
46,6,14,37,IT,81670,1
49,15,18,57,Finance,125212,1
53,32,18,51,HR,184407,1
47,12,14,45,Finance,102604,1
45,0,14,35,Finance,57049,0
30,5,16,52,Finance,84252,1
43,19,18,51,Finance,140457,1
41,2,16,43,HR,72378,0
41,11,14,54,Sales,100341,1
33,4,16,41,IT,78325,0
57,25,18,39,Finance,157964,1
53,11,12,50,HR,94612,1
44,9,12,41,HR,86300,1
31,2,18,47,HR,78087,0
37,4,16,47,HR,82724,1
24,1,14,49,Finance,70401,0
45,4,14,57,IT,75729,0
50,8,12,51,HR,91341,1
29,3,16,51,IT,80161,1
41,16,14,53,IT,121160,1
40,9,14,44,IT,94622,1
39,0,18,36,Sales,68966,0
39,15,16,48,HR,114378,1
32,9,16,57,HR,96910,1
57,14,14,37,HR,105243,1
37,16,16,41,IT,115713,1
57,25,16,59,HR,162048,1
59,19,16,45,HR,130936,1
48,24,18,51,IT,158487,1
55,12,14,49,HR,101094,1
38,0,12,53,Finance,57523,0
34,8,16,45,Sales,90790,1
55,7,14,49,Finance,82838,1
27,4,12,49,Finance,68052,0
33,5,18,40,Finance,80639,1
38,13,14,49,IT,111643,1
57,22,18,43,HR,149760,1
33,10,14,39,Finance,93542,1
56,30,18,53,Finance,180408,1
51,5,14,58,HR,81918,1
22,0,18,39,IT,65626,0
36,12,12,56,Finance,104692,1
29,5,14,47,HR,81842,1
29,1,12,52,HR,59152,0
58,34,16,54,Sales,185763,1
31,6,12,51,Finance,84615,1
42,3,14,49,Finance,69543,0
53,16,12,48,Sales,109969,1
56,27,14,50,HR,160190,1
43,21,18,38,HR,139816,1
54,6,16,51,Finance,92492,1
29,7,12,54,Finance,82623,1
44,2,16,48,Sales,72945,0
28,5,12,52,Finance,76025,0
27,5,14,40,Finance,75752,0
56,1,12,56,IT,66858,0
38,13,16,42,Sales,108492,1
23,0,12,43,HR,54517,0
48,17,16,58,Finance,129835,1
26,2,16,35,HR,68855,0
41,11,14,47,Finance,97613,1
48,12,18,37,IT,106027,1
60,25,18,40,Sales,155832,1
21,0,12,51,Sales,60558,0
56,11,16,42,HR,102647,1
41,17,14,40,IT,121415,1
55,8,18,50,HR,97719,1
33,0,14,35,IT,63243,0
30,4,14,44,Finance,71882,0
30,0,16,52,Finance,62984,0
33,4,12,56,IT,74508,0
57,23,16,60,Finance,148536,1
58,33,18,48,Sales,187923,1
44,7,18,58,IT,97552,1
22,1,14,39,IT,62645,0
42,20,16,51,HR,132689,1
37,0,16,48,IT,64318,0
56,22,14,60,HR,140113,1
34,12,12,52,IT,97742,1
30,5,14,38,Sales,72645,0
55,13,14,54,Sales,110851,1
45,13,18,57,Sales,115330,1
23,0,16,36,HR,62185,0
58,37,18,41,HR,196923,1
37,6,14,41,Finance,79530,0
32,9,16,41,HR,93314,1
44,0,14,47,HR,58869,0
49,24,14,53,Sales,151199,1
45,14,12,56,IT,107286,1
56,20,18,40,HR,137298,1
46,17,18,54,Finance,135668,1
58,29,14,51,IT,167792,1
21,0,12,59,HR,63144,0
40,12,14,52,IT,106621,1
48,23,14,59,IT,147246,1
36,13,14,58,IT,114529,1
37,1,12,35,IT,62226,0
60,18,16,57,IT,127936,1
48,14,12,47,HR,106802,1
32,11,14,60,IT,100141,1
47,14,16,53,IT,115074,1
50,24,14,50,Finance,143808,1
54,13,12,44,Finance,105353,1
57,5,12,47,IT,76853,0
26,3,16,44,HR,74575,0
27,3,12,48,Finance,72734,0
52,22,14,43,Finance,141794,1
52,29,16,55,IT,167848,1
45,5,18,45,HR,85612,1
53,29,14,37,Sales,162662,1
27,0,18,42,HR,73514,0
32,8,16,46,Finance,97840,1
36,9,16,37,Finance,92154,1
36,3,14,41,Finance,72120,0
56,33,12,48,Finance,170362,1
33,7,14,41,Finance,85762,1
27,5,12,41,IT,75611,0
56,25,12,48,IT,141410,1
29,7,14,46,IT,83456,1
52,13,16,35,Finance,105919,1
31,1,14,39,IT,63391,0
28,7,18,45,Finance,95632,1
53,3,16,35,HR,76924,0
43,0,12,57,Sales,57337,0
45,22,16,47,HR,139580,1
28,3,14,58,Sales,72910,0
42,13,16,57,IT,116497,1
24,3,12,51,Sales,70429,0
60,24,12,37,HR,138857,1
23,0,16,44,HR,67690,0
49,2,18,53,Sales,76635,0
49,4,12,41,HR,69499,0
54,25,18,54,IT,161986,1
54,3,12,37,HR,66800,0
48,6,16,56,Sales,85377,1
33,7,12,46,IT,85379,1
35,2,18,60,Sales,76818,0
43,6,18,56,Finance,95988,1
46,2,16,44,Finance,71374,0
24,3,18,55,IT,79889,0
46,0,18,46,IT,65358,0
60,32,16,49,HR,176633,1
29,5,12,40,Sales,78311,0
25,1,16,53,Finance,73231,0
52,24,12,60,HR,146949,1
40,13,12,39,Finance,103843,1
31,3,12,59,HR,67269,0
35,5,14,54,HR,77889,0
52,15,12,36,Finance,105202,1
48,27,16,55,HR,162340,1
42,20,16,53,Finance,141775,1
37,0,16,53,IT,68795,0
46,5,14,38,Sales,79450,0
27,0,18,54,HR,72897,0
46,14,14,39,Finance,107610,1
45,11,16,41,Finance,106062,1
30,2,16,38,Sales,71384,0
39,10,18,45,Sales,107215,1
31,2,14,57,Sales,76554,0
33,1,16,59,HR,75947,0
28,4,12,37,Finance,66255,0
60,3,12,39,HR,69156,0
24,1,16,54,HR,76263,0
51,18,12,49,IT,118615,1
48,11,18,59,Sales,115118,1
31,1,16,55,IT,71351,0
21,0,14,60,IT,68468,0
58,16,16,52,HR,125667,1
44,2,18,50,HR,78264,0
51,9,14,50,Finance,95295,1
46,15,18,44,IT,126439,1
25,0,12,35,Sales,53955,0
40,10,12,57,IT,98791,1
31,4,12,45,Finance,67713,0
53,14,18,51,IT,121739,1
58,34,18,58,IT,196452,1
47,15,16,49,IT,123381,1
54,20,14,59,Finance,133623,1
35,4,14,41,IT,70732,0
52,20,18,59,HR,139040,1
41,11,18,60,IT,114881,1
25,4,12,40,HR,66198,0
26,0,18,49,IT,75359,0
58,17,12,49,HR,117496,1
42,20,18,41,IT,141486,1
38,7,14,37,Sales,82793,1
34,11,16,48,HR,108013,1
30,3,18,43,Sales,83883,1
33,1,12,37,HR,58534,0
51,9,16,40,IT,99043,1
50,18,12,54,Finance,124810,1
23,0,12,43,IT,61393,0
50,24,16,35,Finance,144587,1
26,0,16,43,Sales,65973,0
49,5,16,46,Finance,78755,0
28,3,18,38,Finance,78753,0
53,10,16,60,Finance,103250,1
37,10,18,50,Finance,110349,1
31,1,14,39,Sales,58457,0
33,7,14,51,Finance,83281,1
31,8,12,51,IT,87030,1
51,14,12,40,HR,101396,1
48,6,18,60,HR,95418,1
26,3,12,49,IT,69371,0
36,12,14,35,Sales,101573,1
